baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Geneid
2679.8832104146	1.61483654063964	0.121008673133737	13.3447999950792	1.27010999828345e-40	1.67692623073364e-36	tcaf
85.3817098218414	2.19346799930121	0.179188652398688	12.2411099695132	1.87451409685405e-34	1.2374604810382e-30	Mpv17l
57.1023844070987	-2.18342477897615	0.181870219855237	-12.0054002283281	3.32849765835608e-33	1.46487181944251e-29	HEPHL1
275.56566012922	-2.08017242297126	0.175927262013157	-11.8240481842757	2.9320721638705e-32	9.67803719489556e-29	FILIP1
63.873165736929	-1.63476030096345	0.158308082846482	-10.3264487293978	5.35049150198059e-25	1.41285078601299e-21	Tmlhe
665.395109352238	1.73237182963331	0.172741758551126	10.028680060708	1.14030736741307e-23	2.50924636199247e-20	igfbp2a
70.0985545842014	-2.12780343149295	0.213691570585142	-9.95735782027564	2.34204225761919e-23	4.41742627533517e-20	DNAH11
120.912165999448	1.82441801457476	0.195500524546863	9.33203641679964	1.03855983329408e-20	1.71401318487272e-17	PNPLA2
251.061773702789	0.881301746741498	0.095278599839217	9.24973444434215	2.25051101283021e-20	3.30149965582191e-17	dpf3
331.503521329549	-1.46989272841678	0.160234277132746	-9.17339756960396	4.58340354915495e-20	6.05146770594928e-17	IL6ST
16.7710640184419	3.21739258531643	0.351924709790172	9.14227531006485	6.11519253084103e-20	7.33989881679037e-17	C1GALT1
221.773693979664	-3.03606389095611	0.334555286489898	-9.07492427577522	1.13756574376163e-19	1.19587990006888e-16	RPS27
118.583713412805	1.484329455033	0.163631591832168	9.07116674972787	1.17749289562186e-19	1.19587990006888e-16	Slitrk5
3282.23381302966	-8.32406206870209	0.945502843641117	-8.80384667765382	1.32204968255786e-18	1.24678728277225e-15	AMPD1
185.152457179178	-3.48059748221804	0.402413277920162	-8.64931072902763	5.18114101450554e-18	4.56044032096777e-15	KLK8
975.37899137094	-1.13945752854948	0.132046693266012	-8.62920153747439	6.17817458271189e-18	5.09815243847157e-15	CYP1B1
65.5242224784529	-2.38443586496759	0.277900148617129	-8.58018924003058	9.47171848871122e-18	7.35618230626201e-15	fgf1
61.7221457833847	-2.48628073527685	0.293798996650537	-8.46252289361692	2.61654354919556e-17	1.91923469333494e-14	SLC46A3
63.677059664832	-2.75835644189805	0.329701068287947	-8.36623446876131	5.94887636921599e-17	4.13384287909257e-14	bmb
918.594514172989	-1.76074271097744	0.212845451416286	-8.2723999938047	1.31288975905509e-16	8.66704174440216e-14	crtac1
105.881492709772	-2.12061809633039	0.266271256363582	-7.96412697822247	1.66394324862871e-15	1.04614489103071e-12	ABHD4
40.727338526655	1.4572794074425	0.185660197003313	7.84917516497358	4.18782369536444e-15	2.51326528408621e-12	Gfral
69.3261275493502	-1.01822755761145	0.130335089273566	-7.81238240052339	5.6116995590834e-15	3.22135953385122e-12	UBE2R2
769.912320679763	-0.875439007864581	0.112344961374975	-7.79241896699414	6.57383304331729e-15	3.61642990295492e-12	LGMN
49.2318220668673	-4.52473846913769	0.581554870307645	-7.78041540043175	7.22867933325565e-15	3.81761012947897e-12	Fam111a
1140.28666905172	-1.27281887706217	0.164225751989537	-7.75042197488773	9.15876816216307e-15	4.65089292480919e-12	CRY1
4675.71321755307	0.799189338089221	0.106451642947262	7.50753408742742	6.02514988230256e-14	2.94629829244595e-11	Nmrk2
5508.80671839743	1.16284913650971	0.155549311308673	7.47575882352924	7.67596200589788e-14	3.61949022728106e-11	hbb1
84.655604327253	-1.79293062410229	0.240138997086483	-7.46622017188066	8.25312104044233e-14	3.7574467964469e-11	cyp3a56
5717.53918009841	0.669921151558814	0.0898421658868046	7.45664516150326	8.87533043999458e-14	3.90603292664162e-11	A2m
224.250928339819	-1.05680287059743	0.142105643259336	-7.43674104953603	1.03199566375316e-13	4.39530282210739e-11	Klhl24
57.0994909280543	-1.45944019671893	0.197467098074701	-7.39080186496098	1.45945961005039e-13	6.02163913484228e-11	Stap1
1205.74214794663	0.709707749473274	0.0961800092251835	7.37895281140653	1.59539359568917e-13	6.38302474057095e-11	ANK1
64.4755175618138	-3.21934299379663	0.443115047768644	-7.26525314364293	3.72340316178012e-13	1.44588505720538e-10	CDKN1A
337.230467407432	-1.45093156336676	0.1999573479571	-7.25620527672757	3.98100778928704e-13	1.46003460672102e-10	MLIP
57.0103487089416	-2.36721000243946	0.32607459997639	-7.25971910296252	3.8789499803703e-13	1.46003460672102e-10	ML1136
50.2013790144049	-1.18214385334712	0.16377581198529	-7.21806131819574	5.27339389800408e-13	1.88174647663102e-10	C21orf62
368.354936100112	-1.6969971289143	0.235333488055432	-7.2110312175995	5.55297210616703e-13	1.89233551607462e-10	cyp3a40
2880.87556926265	1.13632007910064	0.157600430122885	7.21013310823214	5.58972090637811e-13	1.89233551607462e-10	GCH1
132.176655443894	1.03691925315485	0.145343435138229	7.13426961574626	9.73024393847518e-13	3.2117102679922e-10	Glipr2
69.5947274753175	-1.3416926316852	0.188622835778111	-7.11309755338172	1.13467015833382e-12	3.65391465865399e-10	IL13RA2
256.308598192664	-1.21230948078399	0.171756979860271	-7.05828363872163	1.6857170805121e-12	5.29917205095269e-10	nxpe3
473.630767761374	0.927215794018784	0.133423773077025	6.94940468730041	3.6683085964998e-12	1.12634135812993e-09	Dsg2
755.786377742924	-1.60247811208873	0.231215074597836	-6.93068181162498	4.18817115328812e-12	1.25673690311052e-09	Lonrf1
