baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Geneid
6043.95306877081	1.99665305254682	0.171486835645294	11.6431855835087	0.000000000000000000000000000000248555235763725	0.00000000000000000000000000303933342291883	tcaf
308.177953085038	2.25355096960745	0.210204051675222	10.7207779852375	0.00000000000000000000000000813164433865358	0.000000000000000000000049716873486528	SERPINA3
170.51477318726	1.01788284988594	0.101574040580852	10.0210924372523	0.0000000000000000000000123134297561343	0.0000000000000000000501895396860035	AADAT
285.797084266059	1.27383989247888	0.127680529114362	9.97677485607786	0.0000000000000000000000192626266993208	0.0000000000000000000588858498198237	igfbp2a
157.016545576341	-1.8228596883469	0.205270478605997	-8.88028176640907	0.000000000000000000666912129085122	0.00000000000000163100030289058	SAMD9L
1290.40578437472	-0.729723811695173	0.0824565716747928	-8.84979567878701	0.000000000000000000876796690592746	0.00000000000000178691165542802	DPP3
776.290968381947	-0.96909840443553	0.110048234946426	-8.80612401377732	0.00000000000000000129547710454514	0.00000000000000226301343348256	Myg1
90.6610508585345	1.59519497971241	0.182326137323754	8.74912946178331	0.00000000000000000215004889306981	0.00000000000000328634973305721	CSAD
383.053118730083	2.43411440474282	0.287942526283332	8.45347311549138	0.000000000000000028276306903769	0.0000000000000384180756465875	RRM2B
264.090771132129	1.61460041170318	0.196093213137143	8.23384137509116	0.000000000000000181303729389042	0.000000000000221698200296921	acy3.2
43.2829702989341	1.52485984246156	0.188909745416541	8.07189612742999	0.00000000000000069214749199919	0.000000000000769416321106008	ARSI
27.5854021515277	-2.60522168490259	0.327021503825743	-7.96651490628216	0.00000000000000163211809118103	0.0000000000016016417787631	YJEFN3
87.274209069094	-2.30666036448235	0.289735056921541	-7.96127465205905	0.00000000000000170275949655874	0.0000000000016016417787631	DNAH11
22.4397157933625	3.69687757254462	0.470206002964134	7.86225090543263	0.00000000000000377291333127089	0.00000000000329537030105575	nachra9
42.6153145573401	2.02421593376772	0.25809051571662	7.84304656894206	0.0000000000000043974481547594	0.00000000000336624728007136	Mr1
460.432551121902	2.20731653673554	0.281443474759431	7.8428414040236	0.00000000000000440464151792131	0.00000000000336624728007136	msrb2
13.0112800190112	6.69379569161801	0.875586099206642	7.64493143242358	0.0000000000000209056702285649	0.000000000015037325620876	Ggt1
62.9723576237278	-2.97836552334067	0.391913710366137	-7.59954409494427	0.0000000000000297175812684008	0.000000000020188143541667	asic1b
244.633067557746	0.716031165179406	0.0986289175286309	7.25985018513004	0.00000000000038751928801762	0.00000000024939925546734	PDE6D
